Geography,Type,ASP,Total Units Sold,Week,Year,Total Crop Inventory
Hartford/Springfield,Conventional,1.440505317,329154.21,6/26/2022,2022,47400444
Hartford/Springfield,Conventional,1.49587076,331209.79,6/19/2022,2022,41373831
Houston,Conventional,1.270364428,804165.21,7/10/2022,2022,58169999
Houston,Conventional,1.373491804,649018.61,7/3/2022,2022,64115120
Houston,Conventional,1.300982439,634235.3,6/26/2022,2022,47400444
Houston,Conventional,1.257925524,632933.19,6/19/2022,2022,41373831
Indianapolis,Conventional,1.496768792,209211.11,7/10/2022,2022,58169999
Indianapolis,Conventional,1.482750424,225093.26,7/3/2022,2022,64115120
Indianapolis,Conventional,1.517277978,203775.4,6/26/2022,2022,47400444
Indianapolis,Conventional,1.381186701,256892.65,6/19/2022,2022,41373831
Jacksonville,Conventional,1.416702682,181176.45,7/10/2022,2022,58169999
Jacksonville,Conventional,1.404941331,185955.14,7/3/2022,2022,64115120
Jacksonville,Conventional,1.431737152,176092.38,6/26/2022,2022,47400444
Jacksonville,Conventional,1.497164552,168790.78,6/19/2022,2022,41373831
Las Vegas,Conventional,1.320842833,413259.64,7/10/2022,2022,58169999
Las Vegas,Conventional,1.355914841,367520.08,7/3/2022,2022,64115120
Las Vegas,Conventional,1.370128824,322823.36,6/26/2022,2022,47400444
Las Vegas,Conventional,1.311084963,374349.85,6/19/2022,2022,41373831
Los Angeles,Conventional,1.58439033,2729600.98,7/10/2022,2022,58169999
Los Angeles,Conventional,1.629629198,2817588.55,7/3/2022,2022,64115120
Los Angeles,Conventional,1.592788084,2621088.59,6/26/2022,2022,47400444
Los Angeles,Conventional,1.601675531,2844299.93,6/19/2022,2022,41373831
Louisville,Conventional,1.329128484,110194.44,7/10/2022,2022,58169999
Louisville,Conventional,1.331105339,118575.58,7/3/2022,2022,64115120
Louisville,Conventional,1.353602827,105660.79,6/26/2022,2022,47400444
Louisville,Conventional,1.411507956,103418.09,6/19/2022,2022,41373831
Miami/Ft. Lauderdale,Conventional,1.319686823,788133.07,7/10/2022,2022,58169999
Miami/Ft. Lauderdale,Conventional,1.291059259,835715.41,7/3/2022,2022,64115120
Miami/Ft. Lauderdale,Conventional,1.388289158,833832.37,6/26/2022,2022,47400444
Miami/Ft. Lauderdale,Conventional,1.507641314,824754.52,6/19/2022,2022,41373831
Nashville,Conventional,1.386099624,257625.59,7/10/2022,2022,58169999
Nashville,Conventional,1.379268716,273661.26,7/3/2022,2022,64115120
Nashville,Conventional,1.480710359,240926.59,6/26/2022,2022,47400444
Nashville,Conventional,1.493180514,252999.96,6/19/2022,2022,41373831
Northern New England,Conventional,1.099583504,604973.56,7/10/2022,2022,58169999
Northern New England,Conventional,1.481795419,455370.66,7/3/2022,2022,64115120
Northern New England,Conventional,1.505830134,387595.85,6/26/2022,2022,47400444
Northern New England,Conventional,1.516288641,405822.37,6/19/2022,2022,41373831
New Orleans/Mobile,Conventional,1.223522911,253745.81,7/10/2022,2022,58169999
New Orleans/Mobile,Conventional,1.277183116,235868.95,7/3/2022,2022,64115120
New Orleans/Mobile,Conventional,1.315703303,229469.27,6/26/2022,2022,47400444
New Orleans/Mobile,Conventional,1.335712616,239297.68,6/19/2022,2022,41373831
New York,Conventional,1.546680901,1585664.85,7/10/2022,2022,58169999
New York,Conventional,1.5709716,1604125.78,7/3/2022,2022,64115120
New York,Conventional,1.643567758,1543856.07,6/26/2022,2022,47400444
New York,Conventional,1.387762593,2150150.62,6/19/2022,2022,41373831
Orlando,Conventional,1.409897484,418174.64,7/10/2022,2022,58169999
Orlando,Conventional,1.346740993,440747.54,7/3/2022,2022,64115120
Orlando,Conventional,1.415332151,432970.09,6/26/2022,2022,47400444
Orlando,Conventional,1.505132512,449321.96,6/19/2022,2022,41373831
Peoria/Springfield,Conventional,1.440978313,100253.03,7/10/2022,2022,58169999
Peoria/Springfield,Conventional,1.438365402,111222.54,7/3/2022,2022,64115120
Peoria/Springfield,Conventional,1.448866073,104002.94,6/26/2022,2022,47400444
Peoria/Springfield,Conventional,1.419690818,118125.35,6/19/2022,2022,41373831
Philadelphia,Conventional,1.404068103,480203.23,7/10/2022,2022,58169999
Philadelphia,Conventional,1.497963897,496870.39,7/3/2022,2022,64115120
Philadelphia,Conventional,1.526503308,485926.16,6/26/2022,2022,47400444
Philadelphia,Conventional,1.438186806,589496.51,6/19/2022,2022,41373831
Phoenix/Tucson,Conventional,1.290412153,1189983.4,7/10/2022,2022,58169999
Phoenix/Tucson,Conventional,1.255746545,1017230.08,7/3/2022,2022,64115120
Phoenix/Tucson,Conventional,1.257675391,959405.75,6/26/2022,2022,47400444
Phoenix/Tucson,Conventional,1.127830021,1081449.75,6/19/2022,2022,41373831
Pittsburgh,Conventional,1.438865561,107741.82,7/10/2022,2022,58169999
Pittsburgh,Conventional,1.51804042,122899.75,7/3/2022,2022,64115120
Pittsburgh,Conventional,1.534024134,119626.7,6/26/2022,2022,47400444
Pittsburgh,Conventional,1.537688038,125585.9,6/19/2022,2022,41373831
Portland,Conventional,1.636100971,514420.14,7/10/2022,2022,58169999
Portland,Conventional,1.664313587,543788.02,7/3/2022,2022,64115120
Portland,Conventional,1.629543181,537814.08,6/26/2022,2022,47400444
Portland,Conventional,1.496627975,598104.31,6/19/2022,2022,41373831
Providence,Conventional,1.61951212,82473.18,7/10/2022,2022,58169999
Providence,Conventional,1.609192297,79810.39,7/3/2022,2022,64115120
Providence,Conventional,1.655782267,79005.6,6/26/2022,2022,47400444
Providence,Conventional,1.817623142,69406.69,6/19/2022,2022,41373831
Raleigh/Greensboro,Conventional,1.434143892,364421.04,7/10/2022,2022,58169999
Raleigh/Greensboro,Conventional,1.521977337,341659.35,7/3/2022,2022,64115120
Raleigh/Greensboro,Conventional,1.5383641,335054.01,6/26/2022,2022,47400444
Raleigh/Greensboro,Conventional,1.561406512,360628.82,6/19/2022,2022,41373831
Richmond/Norfolk,Conventional,1.476629165,256376.6,7/10/2022,2022,58169999
Richmond/Norfolk,Conventional,1.50475753,268042.43,7/3/2022,2022,64115120
Richmond/Norfolk,Conventional,1.465573777,264911.79,6/26/2022,2022,47400444
Richmond/Norfolk,Conventional,1.4497292,285383.08,6/19/2022,2022,41373831
Roanoke,Conventional,1.403482409,150463.91,7/10/2022,2022,58169999
Roanoke,Conventional,1.496395811,161308.65,7/3/2022,2022,64115120
Roanoke,Conventional,1.413902588,158376.29,6/26/2022,2022,47400444
Roanoke,Conventional,1.383319655,173499.19,6/19/2022,2022,41373831
Sacramento,Conventional,1.688272512,434227.53,7/10/2022,2022,58169999
Sacramento,Conventional,1.812346689,426661.9,7/3/2022,2022,64115120
Sacramento,Conventional,1.803745727,446434.61,6/26/2022,2022,47400444
Sacramento,Conventional,1.824037407,409401.53,6/19/2022,2022,41373831
San Diego,Conventional,1.565330727,525932.5,7/10/2022,2022,58169999
San Diego,Conventional,1.587627637,555699.1,7/3/2022,2022,64115120
San Diego,Conventional,1.542139284,511209.32,6/26/2022,2022,47400444
San Diego,Conventional,1.580772095,542256.88,6/19/2022,2022,41373831
San Francisco,Conventional,1.642366983,731288.67,7/10/2022,2022,58169999
San Francisco,Conventional,1.725745346,646808.98,7/3/2022,2022,64115120
San Francisco,Conventional,1.748648792,908420.29,6/26/2022,2022,47400444
San Francisco,Conventional,1.759046576,693428.97,6/19/2022,2022,41373831
Seattle,Conventional,1.927202957,441209.67,7/10/2022,2022,58169999
Seattle,Conventional,1.927943872,465776.4,7/3/2022,2022,64115120
Seattle,Conventional,1.922037298,463776.48,6/26/2022,2022,47400444
Seattle,Conventional,1.740480605,508342.54,6/19/2022,2022,41373831
South Carolina,Conventional,1.44275177,433419.08,7/10/2022,2022,58169999
South Carolina,Conventional,1.462110721,475655.96,7/3/2022,2022,64115120
South Carolina,Conventional,1.483978339,442762.79,6/26/2022,2022,47400444
South Carolina,Conventional,1.544222952,433729.53,6/19/2022,2022,41373831
Spokane,Conventional,1.713243314,67406.91,7/10/2022,2022,58169999
Spokane,Conventional,1.716021872,73881.38,7/3/2022,2022,64115120
Spokane,Conventional,1.722894394,67964.99,6/26/2022,2022,47400444
Spokane,Conventional,1.568177502,76542.31,6/19/2022,2022,41373831
St. Louis,Conventional,1.291622249,189191.87,7/10/2022,2022,58169999
St. Louis,Conventional,1.361811013,197723.55,7/3/2022,2022,64115120
St. Louis,Conventional,1.461843533,181638.92,6/26/2022,2022,47400444
St. Louis,Conventional,1.426747345,203769.95,6/19/2022,2022,41373831
Syracuse,Conventional,1.400363732,81083.17,7/10/2022,2022,58169999
Syracuse,Conventional,1.468650101,80010.16,7/3/2022,2022,64115120
Syracuse,Conventional,1.465263036,71766.35,6/26/2022,2022,47400444
Syracuse,Conventional,1.482848182,78449.98,6/19/2022,2022,41373831
Tampa,Conventional,1.38734607,432282.32,7/10/2022,2022,58169999
Tampa,Conventional,1.251416734,482203.36,7/3/2022,2022,64115120
Tampa,Conventional,1.407776001,453828.75,6/26/2022,2022,47400444
Tampa,Conventional,1.396768819,480882.77,6/19/2022,2022,41373831
Toledo,Conventional,1.441894159,106331.87,7/10/2022,2022,58169999
Toledo,Conventional,1.44040047,122158.39,7/3/2022,2022,64115120
Toledo,Conventional,1.424220396,112312.94,6/26/2022,2022,47400444
Toledo,Conventional,1.336503125,134477.68,6/19/2022,2022,41373831
West Tex/New Mexico,Conventional,1.188943025,797418.9,7/10/2022,2022,58169999
West Tex/New Mexico,Conventional,1.185988006,829051.34,7/3/2022,2022,64115120
West Tex/New Mexico,Conventional,1.246334569,749634.37,6/26/2022,2022,47400444
West Tex/New Mexico,Conventional,1.257842063,873736.92,6/19/2022,2022,41373831
Wichita,Conventional,1.393692855,92900.13,7/10/2022,2022,58169999
Wichita,Conventional,1.283442657,109934.47,7/3/2022,2022,64115120
Wichita,Conventional,1.286006344,103808.18,6/26/2022,2022,47400444
Wichita,Conventional,1.295426301,109792.02,6/19/2022,2022,41373831
California,Conventional,1.592839898,5662502.55,7/10/2022,2022,58169999
California,Conventional,1.654677024,5633359.19,7/3/2022,2022,64115120
California,Conventional,1.644804746,5720888.63,6/26/2022,2022,47400444
California,Conventional,1.65115263,5677741.56,6/19/2022,2022,41373831
Great Lakes,Conventional,1.55587958,3287509.23,7/10/2022,2022,58169999
Great Lakes,Conventional,1.516916355,3788352.33,7/3/2022,2022,64115120
Great Lakes,Conventional,1.511855109,3561518.89,6/26/2022,2022,47400444
Great Lakes,Conventional,1.506360436,3813165.12,6/19/2022,2022,41373831
Midsouth,Conventional,1.481735034,3288385.97,7/10/2022,2022,58169999
Midsouth,Conventional,1.512001101,3433877.74,7/3/2022,2022,64115120
Midsouth,Conventional,1.470463629,3330418.67,6/26/2022,2022,47400444
Midsouth,Conventional,1.531416053,3415778.55,6/19/2022,2022,41373831
Northeast,Conventional,1.436114883,4869188.39,7/10/2022,2022,58169999
Northeast,Conventional,1.531772694,4711893.67,7/3/2022,2022,64115120
Northeast,Conventional,1.563122638,4532838.17,6/26/2022,2022,47400444
Northeast,Conventional,1.470634925,5339521.61,6/19/2022,2022,41373831
Plains,Conventional,1.495140195,1665379.79,7/10/2022,2022,58169999
Plains,Conventional,1.492770546,1816065.16,7/3/2022,2022,64115120
Plains,Conventional,1.609095804,1687650.2,6/26/2022,2022,47400444
Plains,Conventional,1.587700787,1813577.32,6/19/2022,2022,41373831
South Central,Conventional,1.276723273,4419435.7,7/10/2022,2022,58169999
South Central,Conventional,1.334899026,4088572.52,7/3/2022,2022,64115120
South Central,Conventional,1.328062224,3943423.2,6/26/2022,2022,47400444
South Central,Conventional,1.331862547,4140392.62,6/19/2022,2022,41373831
Southeast,Conventional,1.326701068,4240321.48,7/10/2022,2022,58169999
Southeast,Conventional,1.31132937,4579840.17,7/3/2022,2022,64115120
Southeast,Conventional,1.388683152,4358975.65,6/26/2022,2022,47400444
Southeast,Conventional,1.479021258,4348448.11,6/19/2022,2022,41373831
West,Conventional,1.463731713,6173771.51,7/10/2022,2022,58169999
West,Conventional,1.490070997,6043042.58,7/3/2022,2022,64115120
West,Conventional,1.515456518,5550373.74,6/26/2022,2022,47400444
West,Conventional,1.42003563,6159907.42,6/19/2022,2022,41373831
Total U.S.,Conventional,1.451934112,33606494.62,7/10/2022,2022,58169999
Total U.S.,Conventional,1.485749145,34095003.35,7/3/2022,2022,64115120
Total U.S.,Conventional,1.505049378,32686087.15,6/26/2022,2022,47400444
Total U.S.,Conventional,1.491704426,34708532.3,6/19/2022,2022,41373831
Albany,Organic,2.083096004,3479.29,7/10/2022,2022,58169999
Albany,Organic,2.086286059,3992.34,7/3/2022,2022,64115120
Albany,Organic,2.168956665,3520.56,6/26/2022,2022,47400444
Albany,Organic,2.021766177,3994.55,6/19/2022,2022,41373831
Atlanta,Organic,2.025931995,21176.25,7/10/2022,2022,58169999
Atlanta,Organic,1.949191564,18811.99,7/3/2022,2022,64115120
Atlanta,Organic,2.016020576,21896.34,6/26/2022,2022,47400444
Atlanta,Organic,2.182726802,22091.86,6/19/2022,2022,41373831
Baltimore/Washington,Organic,2.082740374,43774.53,7/10/2022,2022,58169999
Baltimore/Washington,Organic,1.993502877,46480.28,7/3/2022,2022,64115120
Baltimore/Washington,Organic,2.034947656,50089.18,6/26/2022,2022,47400444
Baltimore/Washington,Organic,2.113044833,51321.5,6/19/2022,2022,41373831
Birmingham/Montgomery,Organic,2.150542237,6155.71,7/10/2022,2022,58169999
Birmingham/Montgomery,Organic,1.940873946,6910.27,7/3/2022,2022,64115120
Birmingham/Montgomery,Organic,1.748410851,9939.31,6/26/2022,2022,47400444
Birmingham/Montgomery,Organic,1.822775193,12983.68,6/19/2022,2022,41373831
Boise,Organic,2.401467894,6902.18,7/10/2022,2022,58169999
Boise,Organic,2.60038145,6808.41,7/3/2022,2022,64115120
Boise,Organic,3.206526838,4059.96,6/26/2022,2022,47400444
Boise,Organic,3.201434414,4661.72,6/19/2022,2022,41373831
Boston,Organic,1.986290506,33775.67,7/10/2022,2022,58169999
Boston,Organic,1.994400567,35869.63,7/3/2022,2022,64115120
Boston,Organic,1.988028486,31458.94,6/26/2022,2022,47400444
Boston,Organic,2.007925946,38524.01,6/19/2022,2022,41373831
Buffalo/Rochester,Organic,1.898736251,10683.48,7/10/2022,2022,58169999
Buffalo/Rochester,Organic,1.842133059,14198.82,7/3/2022,2022,64115120
Buffalo/Rochester,Organic,1.907881035,12580.53,6/26/2022,2022,47400444
Buffalo/Rochester,Organic,1.895339904,14067.56,6/19/2022,2022,41373831
Charlotte,Organic,2.172484992,11420.66,7/10/2022,2022,58169999
Charlotte,Organic,2.337588167,7627.54,7/3/2022,2022,64115120
Charlotte,Organic,2.204852019,11029.65,6/26/2022,2022,47400444
Charlotte,Organic,1.915327242,17231.12,6/19/2022,2022,41373831
Chicago,Organic,2.030408187,23237.71,7/10/2022,2022,58169999
Chicago,Organic,1.574936038,32611.53,7/3/2022,2022,64115120
Chicago,Organic,1.394697474,41466.22,6/26/2022,2022,47400444
Chicago,Organic,1.352907533,49413.3,6/19/2022,2022,41373831
Cincinnati/Dayton,Organic,2.497834489,11945.7,7/10/2022,2022,58169999
Cincinnati/Dayton,Organic,2.785485186,10824.56,7/3/2022,2022,64115120
Cincinnati/Dayton,Organic,2.459799881,13656.35,6/26/2022,2022,47400444
Cincinnati/Dayton,Organic,2.506674026,13830.69,6/19/2022,2022,41373831
Columbus,Organic,2.200239465,8044.77,7/10/2022,2022,58169999
Columbus,Organic,2.482190125,7157.75,7/3/2022,2022,64115120
Columbus,Organic,2.242261322,8336.46,6/26/2022,2022,47400444
Columbus,Organic,2.228729423,7359.32,6/19/2022,2022,41373831
Dallas/Ft. Worth,Organic,1.871832641,31803.01,7/10/2022,2022,58169999
Dallas/Ft. Worth,Organic,1.892360593,34585.88,7/3/2022,2022,64115120
Dallas/Ft. Worth,Organic,1.903621088,35225.7,6/26/2022,2022,47400444
Dallas/Ft. Worth,Organic,1.966874534,36790.35,6/19/2022,2022,41373831
Denver,Organic,1.873323705,32816.68,7/10/2022,2022,58169999
Denver,Organic,1.76628027,31076.66,7/3/2022,2022,64115120
Denver,Organic,2.206029595,30919.92,6/26/2022,2022,47400444
Denver,Organic,2.193888096,35283.43,6/19/2022,2022,41373831
Detroit,Organic,1.899959958,14755.84,7/10/2022,2022,58169999
Detroit,Organic,2.37828809,8479.11,7/3/2022,2022,64115120
Detroit,Organic,1.746497251,11395.84,6/26/2022,2022,47400444
Detroit,Organic,2.099048486,13862.27,6/19/2022,2022,41373831
Grand Rapids,Organic,1.419558032,6783.28,7/10/2022,2022,58169999
Grand Rapids,Organic,1.905749833,3306.07,7/3/2022,2022,64115120
Grand Rapids,Organic,1.525337423,7320.93,6/26/2022,2022,47400444
Grand Rapids,Organic,1.675495131,7381.16,6/19/2022,2022,41373831
Harrisburg/Scranton,Organic,1.905335399,11529.57,7/10/2022,2022,58169999
Harrisburg/Scranton,Organic,1.863179348,11732.5,7/3/2022,2022,64115120
Harrisburg/Scranton,Organic,1.857952734,11151.89,6/26/2022,2022,47400444
Harrisburg/Scranton,Organic,1.775179124,12511.17,6/19/2022,2022,41373831
Hartford/Springfield,Organic,2.180907145,16951.52,7/10/2022,2022,58169999
Hartford/Springfield,Organic,1.967540293,20200.93,7/3/2022,2022,64115120
Hartford/Springfield,Organic,2.153444145,15342.28,6/26/2022,2022,47400444
Hartford/Springfield,Organic,1.941592647,20507.04,6/19/2022,2022,41373831
Houston,Organic,1.941197295,18115.92,7/10/2022,2022,58169999
Houston,Organic,1.952923279,18375.4,7/3/2022,2022,64115120
Houston,Organic,1.891641262,16647.22,6/26/2022,2022,47400444
Houston,Organic,2.004329167,18433.51,6/19/2022,2022,41373831
Indianapolis,Organic,2.019175715,7973.55,7/10/2022,2022,58169999
Indianapolis,Organic,2.322377229,6814.47,7/3/2022,2022,64115120
Indianapolis,Organic,2.10576614,9247.19,6/26/2022,2022,47400444
Indianapolis,Organic,2.28001335,6695.63,6/19/2022,2022,41373831
Jacksonville,Organic,2.364996689,6824.16,7/10/2022,2022,58169999
Jacksonville,Organic,2.065487291,8826.74,7/3/2022,2022,64115120
Jacksonville,Organic,1.790396989,9768.93,6/26/2022,2022,47400444
Jacksonville,Organic,1.426357468,25091.68,6/19/2022,2022,41373831
Las Vegas,Organic,2.124423255,9247.63,7/10/2022,2022,58169999
Las Vegas,Organic,2.102389504,10554.49,7/3/2022,2022,64115120
Las Vegas,Organic,2.180486255,8756.67,6/26/2022,2022,47400444
Las Vegas,Organic,2.297186976,10355.9,6/19/2022,2022,41373831
Los Angeles,Organic,2.257896718,111854.18,7/10/2022,2022,58169999
Los Angeles,Organic,2.136942621,122062.55,7/3/2022,2022,64115120
Los Angeles,Organic,2.092138166,116940.5,6/26/2022,2022,47400444
Los Angeles,Organic,2.197718786,98559.16,6/19/2022,2022,41373831
Louisville,Organic,2.450943939,4835.14,7/10/2022,2022,58169999
Louisville,Organic,2.588172453,4754.82,7/3/2022,2022,64115120
Louisville,Organic,2.277667351,7405.35,6/26/2022,2022,47400444
Louisville,Organic,2.27937232,7198.46,6/19/2022,2022,41373831
Miami/Ft. Lauderdale,Organic,1.443194266,86651.89,7/10/2022,2022,58169999
Miami/Ft. Lauderdale,Organic,1.381345365,76861.67,7/3/2022,2022,64115120
Miami/Ft. Lauderdale,Organic,1.366205865,77471.6,6/26/2022,2022,47400444
Miami/Ft. Lauderdale,Organic,1.351765412,83192.01,6/19/2022,2022,41373831
Nashville,Organic,2.668443935,10514.01,7/10/2022,2022,58169999
Nashville,Organic,2.584355524,8824.26,7/3/2022,2022,64115120
Nashville,Organic,2.314196803,12875.18,6/26/2022,2022,47400444
Nashville,Organic,2.280328056,15352.31,6/19/2022,2022,41373831
Northern New England,Organic,2.360716368,20411.2,7/10/2022,2022,58169999
Northern New England,Organic,2.346963063,26397.72,7/3/2022,2022,64115120
Northern New England,Organic,2.428762251,18784.36,6/26/2022,2022,47400444
Northern New England,Organic,2.367661921,20768.61,6/19/2022,2022,41373831
New Orleans/Mobile,Organic,1.532178003,9627.51,7/10/2022,2022,58169999
New Orleans/Mobile,Organic,1.529860834,11359.22,7/3/2022,2022,64115120
New Orleans/Mobile,Organic,1.520516765,11052.89,6/26/2022,2022,47400444
New Orleans/Mobile,Organic,1.719666235,13000.88,6/19/2022,2022,41373831
New York,Organic,1.947210123,93132.88,7/10/2022,2022,58169999
New York,Organic,1.988059116,89851.86,7/3/2022,2022,64115120
New York,Organic,2.006338648,92458.57,6/26/2022,2022,47400444
